gene_1743350	iAF692.Mbar_A1414	44.2	43	22	1	4	46	2	42	5.96e-04	39.7
gene_858948	iCHOv1.100751940	38.3	180	107	3	2	177	51	230	4.79e-25	97.1
gene_858948	STM_v1_0.STM2050	37.3	166	103	1	1	166	1	165	9.47e-24	95.5
gene_858948	iCN718.ABAYE_RS03570	35.1	185	108	3	2	180	7	185	7.48e-24	92.8
gene_2304546	iLJ478.TM0114	21.2	293	197	12	89	361	44	322	3.02e-11	63.5
gene_1213888	iJN1463.PP_2943	43.8	297	164	3	161	456	37	331	2.36e-78	246
gene_4592698	iCN900.CD630_34220	42.2	45	26	0	39	83	2	46	1.02e-04	38.5
gene_4761629	iCN900.CD630_00480	66.7	51	17	0	3	53	1	51	6.59e-20	76.6
gene_4761629	iSynCJ816.SGL_RS06450	64.8	54	19	0	3	56	4	57	3.72e-19	74.7
gene_4761629	iAF987.Gmet_0059	64.7	51	18	0	3	53	1	51	9.60e-19	73.6
gene_4761629	iHN637.CLJU_RS00770	62.7	51	19	0	3	53	1	51	3.17e-17	69.7
gene_2415370	iAF692.Mbar_A3252	43.0	405	227	3	17	418	26	429	2.09e-101	308
gene_2631256	iCHOv1.100754567	30.7	479	262	16	17	476	16	443	5.49e-50	178
gene_2631256	iMM1415.11883	29.1	481	267	15	17	476	15	442	6.01e-49	175
gene_3405624	iMM1415.20532	24.8	314	160	13	12	323	122	361	2.10e-13	72.8
gene_3405624	iCHOv1.100765887	26.0	231	126	8	95	323	172	359	9.50e-13	70.5
gene_3405624	iLJ478.TM1840	22.6	579	282	29	4	527	50	517	9.39e-13	70.5
gene_2371302	iCHOv1.100689232	54.5	1065	449	9	7	1054	394	1439	0.0	1104
gene_2371302	iMM1415.69719	54.4	1065	450	9	7	1054	473	1518	0.0	1100
gene_2371302	iMM904.YJL130C	52.1	1076	491	9	5	1069	437	1499	0.0	1092
gene_2371302	iAT_PLT_636.1373	51.7	1072	486	13	2	1054	424	1482	0.0	1055
gene_2371302	iMM1415.227231	51.8	1072	485	13	2	1054	418	1476	0.0	1052
gene_2371302	iCHOv1.100760467	51.7	1072	486	13	2	1054	418	1476	0.0	1050
gene_2371302	iLB1027_lipid.PHATRDRAFT_24195	51.9	1067	487	13	3	1054	371	1426	0.0	1048
gene_2371302	iMM904.YJR109C	49.3	1092	521	13	6	1071	28	1112	0.0	1011
gene_4162367	iML1515.b1584	28.3	127	81	5	13	136	9	128	5.96e-04	38.5
gene_531671	iCN900.CD630_07190	36.6	194	123	0	2	195	3	196	3.45e-35	123
gene_531671	iHN637.CLJU_RS18535	31.1	206	142	0	2	207	3	208	1.44e-30	111
gene_3806431	iCN900.CD630_01840	52.3	308	141	4	1	305	2	306	3.09e-104	306
gene_3806431	iML1515.b4245	53.2	301	136	5	4	301	8	306	2.96e-103	304
gene_3806431	iSbBS512_1146.SbBS512_E4838	53.2	301	136	5	4	301	8	306	2.96e-103	304
gene_3806431	iSDY_1059.SDY_4264	53.2	301	136	5	4	301	8	306	2.96e-103	304
gene_3806431	iSF_1195.SF4245	53.2	301	136	5	4	301	8	306	2.96e-103	304
gene_3806431	iSSON_1240.SSON_4426	53.2	301	136	5	4	301	8	306	2.96e-103	304
gene_3806431	STM_v1_0.STM4460	52.5	305	140	5	4	305	8	310	2.40e-102	301
gene_3806431	iYL1228.KPN_04657	52.8	301	137	5	4	301	8	306	3.40e-102	301
gene_3806431	iPC815.YPO3588	51.6	304	142	5	4	304	8	309	7.83e-101	298
gene_3806431	iAF692.Mbar_A1168	49.5	305	148	3	2	302	4	306	3.71e-93	278
gene_3806431	iHN637.CLJU_RS17595	47.5	305	156	3	1	302	2	305	4.93e-93	278
gene_3357697	iCN718.ABAYE_RS03580	35.4	96	55	2	4	96	12	103	4.94e-14	64.3
gene_3357697	iSynCJ816.SGL_RS12060	34.3	99	60	2	1	96	3	99	5.02e-13	61.6
gene_3357697	iYO844.BSU22650	37.2	94	57	2	3	96	6	97	1.31e-12	60.5
gene_4706579	iJN1463.PP_3426	39.3	1052	617	8	3	1040	5	1048	9.05e-230	682
gene_4706579	iYL1228.KPN_03673	38.4	1044	621	11	1	1034	1	1032	1.40e-218	652
gene_4706579	STM_v1_0.STM3391	38.2	1038	620	12	1	1028	1	1027	9.81e-216	645
gene_4706579	iML1515.b2470	36.8	1034	638	7	1	1028	1	1025	1.08e-214	642
gene_4706579	iSF_1195.SF2512	36.8	1034	639	7	1	1028	1	1025	3.03e-214	641
gene_4706579	iSSON_1240.SSON_2550	36.8	1034	638	7	1	1028	1	1025	3.03e-214	641
gene_4706579	iSDY_1059.SDY_2654	36.8	1034	639	7	1	1028	1	1025	8.47e-214	640
gene_4706579	iML1515.b3266	38.2	1038	621	11	1	1028	1	1027	2.17e-213	639
gene_4706579	iJN1463.PP_1385	37.6	1043	626	11	1	1032	1	1029	4.20e-211	633
gene_4706579	iML1515.b0462	38.1	1037	616	13	5	1028	5	1028	4.49e-210	630
gene_3959163	iHN637.CLJU_RS15710	47.2	246	130	0	348	593	5	250	3.56e-75	239
gene_3959163	iCN900.CD630_34260	45.1	246	134	1	348	592	4	249	9.71e-67	217
gene_2766613	iMM904.YMR289W	43.2	74	35	3	126	192	291	364	3.15e-08	52.4
gene_1650328	iAF987.Gmet_0116	45.5	99	51	1	4	102	241	336	7.11e-24	92.4
gene_1684798	iCN718.ABAYE_RS14110	44.8	359	187	7	10	358	23	380	1.07e-105	315
gene_1684798	iLJ478.TM0282	49.7	352	160	8	15	358	13	355	5.47e-105	312
gene_531811	iAF987.Gmet_0043	25.7	389	234	12	486	845	37	399	2.47e-19	92.4
gene_2793179	iAF692.Mbar_A1778	41.4	111	63	1	1	111	192	300	1.78e-23	91.3
gene_3736552	iLJ478.TM1429	54.4	241	99	1	1	241	1	230	3.13e-86	255
gene_3736552	iYS854.USA300HOU_RS06540	55.2	230	92	2	1	230	1	219	1.76e-79	239
gene_3736552	iYO844.BSU09280	49.8	241	110	1	1	241	1	230	4.95e-77	233
gene_3797620	iLJ478.TM0024	41.5	253	127	9	37	275	212	457	4.83e-56	190
gene_3175860	iNF517.LLMG_RS06500	47.9	190	93	3	4	192	3	187	8.06e-54	169
gene_3175860	iJN1463.PP_1986	45.2	199	98	3	5	193	4	201	1.31e-52	167
gene_3175860	iYL1228.KPN_00077	45.6	195	101	3	1	192	1	193	1.64e-50	161
gene_3175860	STM_v1_0.STM0110	45.6	195	101	4	1	192	1	193	4.65e-50	160
gene_3175860	iPC815.YPO0530	46.7	182	92	3	14	192	13	192	1.28e-49	159
gene_3175860	iML1515.b0071	45.9	196	101	4	1	193	1	194	2.64e-49	158
gene_3175860	iSbBS512_1146.SbBS512_E0065	45.9	196	101	4	1	193	1	194	2.64e-49	158
gene_3175860	iSDY_1059.SDY_0098	45.9	196	101	4	1	193	1	194	2.64e-49	158
gene_3175860	iSSON_1240.SSON_0078	45.9	196	101	4	1	193	1	194	2.64e-49	158
gene_3175860	iSF_1195.SF0066	45.4	196	102	4	1	193	1	194	7.50e-49	157
gene_3164708	iCN718.ABAYE_RS18875	35.6	573	331	13	53	612	54	601	1.68e-95	306
gene_3164708	iJN1463.PP_1805	38.8	487	267	10	159	622	189	667	2.01e-89	291
gene_2631424	iCHOv1.100765051	37.3	220	131	4	17	229	1	220	1.52e-41	141
gene_2631424	iMM1415.19895	37.3	220	131	4	17	229	68	287	8.27e-41	141
gene_2631424	iAT_PLT_636.22934	37.7	220	130	4	17	229	75	294	7.69e-40	139
gene_2631424	iSynCJ816.SGL_RS14580	37.3	212	128	4	23	230	11	221	1.29e-39	136
gene_2631424	iAF692.Mbar_A3172	37.9	219	129	5	17	231	6	221	1.04e-37	131
gene_3009975	iLJ478.TM0294	37.1	140	82	4	9	148	193	326	2.17e-17	77.4
gene_3009975	iAF987.Gmet_3198	32.9	143	92	3	8	150	210	348	1.18e-16	75.5
gene_3009975	iCN718.ABAYE_RS05325	30.0	160	97	4	13	161	219	374	4.24e-16	73.9
gene_3009975	STM_v1_0.STM0321	29.7	155	102	4	8	160	205	354	4.06e-16	73.9
gene_3009975	iPC815.YPO3222	29.7	155	102	4	8	160	205	354	1.43e-15	72.4
gene_3009975	iML1515.b0242	29.7	155	102	4	8	160	205	354	2.69e-15	71.6
gene_3009975	iSbBS512_1146.SbBS512_E0239	29.7	155	102	4	8	160	205	354	2.69e-15	71.6
gene_3009975	iSDY_1059.SDY_0474	29.7	155	102	4	8	160	205	354	2.69e-15	71.6
gene_3009975	iSF_1195.SF0292	29.7	155	102	4	8	160	205	354	2.69e-15	71.6
gene_3009975	iSSON_1240.SSON_0284	29.7	155	102	4	8	160	205	354	2.69e-15	71.6
gene_3009975	iYL1228.KPN_00281	30.3	155	101	4	8	160	205	354	1.29e-14	69.7
gene_2766745	iYO844.BSU02750	37.2	215	127	4	5	211	2	216	4.21e-43	147
gene_2766745	iEK1008.Rv2936	31.0	313	190	8	7	301	10	314	7.85e-40	141
gene_3561488	iPC815.YPO3864	57.9	382	149	4	4	385	2	371	2.18e-156	444
gene_3561488	iML1515.b3786	58.1	382	148	4	4	385	2	371	1.25e-155	442
gene_3561488	iAF987.Gmet_1489	57.7	378	151	3	6	383	1	369	1.54e-155	442
gene_3561488	iSbBS512_1146.SbBS512_E4135	57.9	382	149	4	4	385	2	371	7.18e-155	441
gene_3561488	iSDY_1059.SDY_3962	57.9	382	149	4	4	385	16	385	1.66e-154	440
gene_3561488	iSSON_1240.SSON_3958	57.9	382	149	4	4	385	16	385	1.66e-154	440
gene_3561488	iSF_1195.SF3860	57.6	382	150	4	4	385	16	385	1.91e-153	437
gene_3561488	STM_v1_0.STM3920	57.4	380	150	3	4	383	2	369	2.22e-151	432
gene_3561488	iJN1463.PP_1811	56.4	385	151	4	1	383	1	370	1.12e-147	422
gene_3561488	iYL1228.KPN_04286	58.2	368	142	4	18	385	1	356	2.71e-146	418
gene_1500692	iCHOv1.100756635	27.0	471	287	14	40	478	67	512	1.13e-45	166
gene_1500692	iMM1415.14466	26.3	471	290	14	40	478	67	512	7.52e-44	161
gene_2341491	iCN900.CD630_15520	48.8	41	21	0	9	49	191	231	1.07e-07	45.4
gene_2341491	iHN637.CLJU_RS05745	48.8	41	21	0	11	51	193	233	2.77e-07	44.3
gene_2341491	iAF987.Gmet_0388	48.9	47	21	1	11	54	193	239	3.88e-07	43.9
gene_2341491	iSynCJ816.SGL_RS17225	48.9	45	20	1	11	52	193	237	5.44e-07	43.5
gene_2341491	iAF692.Mbar_A1311	40.9	44	26	0	11	54	199	242	1.01e-06	42.7
gene_2341491	iNF517.LLMG_RS06545	43.1	51	26	1	1	48	182	232	2.62e-06	41.6
gene_2341491	iPC815.YPO1544	33.3	51	34	0	1	51	189	239	2.62e-06	41.6
gene_632766	iNF517.LLMG_RS05965	32.4	487	302	10	9	483	5	476	9.73e-66	220
gene_632766	iML1515.b1492	31.0	442	288	8	30	463	33	465	1.41e-60	206
gene_632766	iSbBS512_1146.SbBS512_E1755	31.0	442	288	8	30	463	33	465	1.41e-60	206
gene_632766	iSF_1195.SF1735	31.0	442	288	8	30	463	33	465	1.41e-60	206
gene_632766	iSSON_1240.SSON_1632	31.0	442	288	8	30	463	33	465	1.41e-60	206
gene_632766	iSDY_1059.SDY_1614	30.8	442	289	8	30	463	33	465	1.45e-59	204
gene_1972445	iSbBS512_1146.SbBS512_E4050	42.6	47	27	0	52	98	8	54	1.43e-04	43.1
gene_1972445	iSSON_1240.SSON_3782	42.6	47	27	0	52	98	8	54	1.43e-04	43.1
gene_4725275	iPC815.YPO1441	44.9	127	65	1	6	132	14	135	2.76e-36	122
gene_4725275	iLJ478.TM1185	42.3	130	70	1	2	131	14	138	3.27e-32	112
gene_293565	iAF987.Gmet_1914	38.1	105	65	0	4	108	4	108	1.86e-14	74.7
gene_293565	iAF987.Gmet_1919	26.5	170	125	0	3	172	4	173	1.12e-13	71.6
gene_1122191	iML1515.b4159	21.8	174	134	1	420	593	908	1079	7.66e-11	65.1
gene_1122191	iML1515.b2924	25.1	171	124	2	421	591	105	271	9.67e-11	62.8
gene_1122191	iJN1463.PP_5256	26.8	153	110	1	421	573	144	294	5.72e-10	61.6
gene_2766183	iSF_1195.SF3909	26.8	265	149	5	13	270	2	228	1.58e-16	77.0
gene_2766183	iSSON_1240.SSON_4006	27.2	265	148	5	13	270	2	228	4.09e-16	75.9
gene_2766183	iML1515.b3831	26.8	265	149	5	13	270	2	228	5.61e-16	75.5
gene_2766183	iSbBS512_1146.SbBS512_E4303	26.8	265	149	5	13	270	2	228	5.61e-16	75.5
gene_2766183	iSDY_1059.SDY_3912	26.8	265	149	5	13	270	2	228	5.61e-16	75.5
gene_2766183	STM_v1_0.STM3968	26.0	265	151	5	13	270	2	228	2.72e-15	73.6
gene_2766183	iYL1228.KPN_04327	26.0	265	151	6	13	270	2	228	9.59e-15	72.0
gene_2766183	iPC815.YPO3786	25.7	261	149	6	17	270	6	228	6.28e-14	69.7
gene_1692985	iCN900.CD630_30650	33.1	514	302	13	3	494	4	497	1.78e-76	248
gene_1692985	iHN637.CLJU_RS08965	29.8	493	327	10	1	486	1	481	2.20e-67	224
gene_1954674	iAT_PLT_636.4905	29.4	153	92	5	439	580	256	403	3.16e-08	56.6
gene_1954674	iMM1415.18195	29.4	153	92	5	439	580	256	403	3.16e-08	56.6
gene_1379987	iJN1463.PP_4213	28.3	406	216	6	253	586	50	452	5.48e-45	165
gene_4162090	iYO844.BSU39700	28.0	118	83	2	36	151	3	120	1.57e-06	49.3
gene_4162090	iYL1228.KPN_04675	28.9	121	78	3	36	151	29	146	3.88e-06	48.1
gene_4162090	iSynCJ816.SGL_RS02995	42.1	57	33	0	92	148	66	122	1.47e-05	46.2
gene_2971041	iAF987.Gmet_1033	61.8	34	12	1	1	33	1	34	1.29e-09	47.8
gene_273609	iHN637.CLJU_RS04220	25.4	331	173	12	55	374	59	326	1.06e-20	91.7
gene_273609	iAF692.Mbar_A0862	24.3	342	189	13	47	380	54	333	3.75e-20	90.1
gene_273609	iCN900.CD630_02210	27.5	305	165	13	55	353	62	316	1.41e-18	85.9
gene_273609	iYL1228.KPN_02824	26.2	385	204	15	17	379	17	343	2.29e-18	85.1
gene_4413963	iYS854.USA300HOU_RS07520	29.9	144	83	7	17	148	22	159	5.11e-06	46.2
gene_5125395	iNF517.LLMG_RS08455	38.1	147	84	3	1	141	165	310	3.18e-20	84.0
gene_2415062	iJN1463.PP_0043	43.0	1045	571	12	1	1029	1	1036	1.82e-261	776
gene_2415062	iJN1463.PP_2410	42.1	1051	574	12	1	1030	1	1037	6.68e-253	754
gene_2415062	iAF987.Gmet_3509	38.7	1043	604	11	1	1029	1	1022	3.96e-239	717
gene_890622	iCN900.CD630_15950	34.1	170	92	5	10	161	5	172	8.01e-22	87.0
gene_890622	iHN637.CLJU_RS19350	31.5	165	99	4	10	161	12	175	8.82e-21	84.3
gene_3871151	iJN1463.PP_1801	28.8	274	187	3	100	370	109	377	2.82e-28	113
gene_1585558	iYS854.USA300HOU_RS09385	50.0	138	69	0	36	173	11	148	2.19e-45	146
gene_1585558	iAF987.Gmet_1627	48.2	139	72	0	33	171	10	148	2.97e-43	140
gene_1585558	iLJ478.TM1825	48.2	137	71	0	37	173	13	149	4.00e-43	140
gene_1585558	iYO844.BSU23250	48.6	138	71	0	37	174	13	150	8.19e-43	139
gene_1585558	iCN900.CD630_16970	45.7	138	75	0	36	173	11	148	7.95e-43	139
gene_1585558	iCN718.ABAYE_RS01015	47.9	140	73	0	34	173	13	152	1.75e-42	139
gene_1585558	iHN637.CLJU_RS10825	47.1	140	74	0	34	173	10	149	2.26e-42	138
gene_1585558	iNF517.LLMG_RS07695	47.8	136	71	0	40	175	16	151	2.67e-41	135
gene_4855961	iCN900.CD630_22130	50.6	178	88	0	2	179	4	181	3.84e-67	202
gene_4045222	STM_v1_0.STM2232	26.8	347	219	13	26	356	13	340	6.74e-09	57.0
gene_4598696	iMM904.YIL162W	36.9	485	258	17	133	574	22	501	4.38e-87	280
gene_155464	iML1515.b2033	30.2	149	89	2	467	600	46	194	4.61e-14	70.9
